"Type","Entrypoint","Parent Class","Manifest Access Control","Access Control Level"
"SERVICE","com.android.server.am.ActivityManagerService.setStopUserOnSwitch(I)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.setTaskResizeable(II)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.setUserIsMonkey(Z)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.showBootMessage(Ljava/lang/CharSequence;Z)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.showWaitingForDebugger(Landroid/app/IApplicationThread;Z)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.shutdown(I)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.signalPersistentProcesses(I)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startActivity(Landroid/app/IApplicationThread;Ljava/lang/String;Landroid/content/Intent;Ljava/lang/String;Landroid/os/IBinder;Ljava/lang/String;IILandroid/app/ProfilerInfo;Landroid/os/Bundle;)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startActivityAsUser(Landroid/app/IApplicationThread;Ljava/lang/String;Landroid/content/Intent;Ljava/lang/String;Landroid/os/IBinder;Ljava/lang/String;IILandroid/app/ProfilerInfo;Landroid/os/Bundle;I)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startActivityAsUserWithFeature(Landroid/app/IApplicationThread;Ljava/lang/String;Ljava/lang/String;Landroid/content/Intent;Ljava/lang/String;Landroid/os/IBinder;Ljava/lang/String;IILandroid/app/ProfilerInfo;Landroid/os/Bundle;I)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startActivityFromRecents(ILandroid/os/Bundle;)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startActivityWithFeature(Landroid/app/IApplicationThread;Ljava/lang/String;Ljava/lang/String;Landroid/content/Intent;Ljava/lang/String;Landroid/os/IBinder;Ljava/lang/String;IILandroid/app/ProfilerInfo;Landroid/os/Bundle;)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startBinderTracking()Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startConfirmDeviceCredentialIntent(Landroid/content/Intent;Landroid/os/Bundle;)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.startDelegateShellPermissionIdentity(I[Ljava/lang/String;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startInstrumentation(Landroid/content/ComponentName;Ljava/lang/String;ILandroid/os/Bundle;Landroid/app/IInstrumentationWatcher;Landroid/app/IUiAutomationConnection;ILjava/lang/String;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startProfile(I)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startService(Landroid/app/IApplicationThread;Landroid/content/Intent;Ljava/lang/String;ZLjava/lang/String;Ljava/lang/String;I)Landroid/content/ComponentName;","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startSystemLockTaskMode(I)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startUserInBackground(I)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startUserInBackgroundWithListener(ILandroid/os/IProgressListener;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.startUserInForegroundWithListener(ILandroid/os/IProgressListener;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopAppForUser(Ljava/lang/String;I)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopAppSwitches()V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopBinderTrackingAndDump(Landroid/os/ParcelFileDescriptor;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopDelegateShellPermissionIdentity()V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopProfile(I)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopService(Landroid/app/IApplicationThread;Landroid/content/Intent;Ljava/lang/String;I)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopServiceToken(Landroid/content/ComponentName;Landroid/os/IBinder;I)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopUser(IZLandroid/app/IStopUserCallback;)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.stopUserWithDelayedLocking(IZLandroid/app/IStopUserCallback;)I","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.suppressResizeConfigChanges(Z)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.switchUser(I)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unbindBackupAgent(Landroid/content/pm/ApplicationInfo;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unbindFinished(Landroid/os/IBinder;Landroid/content/Intent;Z)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unbindService(Landroid/app/IServiceConnection;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unbroadcastIntent(Landroid/app/IApplicationThread;Landroid/content/Intent;I)V","Lcom/android/server/am/ActivityManagerService","","NORMAL"
"SERVICE","com.android.server.am.ActivityManagerService.unhandledBack()V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unlockUser(I[B[BLandroid/os/IProgressListener;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unregisterIntentSenderCancelListener(Landroid/content/IIntentSender;Lcom/android/internal/os/IResultReceiver;)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.unregisterProcessObserver(Landroid/app/IProcessObserver;)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.unregisterReceiver(Landroid/content/IIntentReceiver;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unregisterTaskStackListener(Landroid/app/ITaskStackListener;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.unregisterUidObserver(Landroid/app/IUidObserver;)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.unregisterUserSwitchObserver(Landroid/app/IUserSwitchObserver;)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.unstableProviderDied(Landroid/os/IBinder;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.updateConfiguration(Landroid/content/res/Configuration;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.updateLockTaskPackages(I[Ljava/lang/String;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.updateMccMncConfiguration(Ljava/lang/String;Ljava/lang/String;)Z","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.updatePersistentConfiguration(Landroid/content/res/Configuration;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.updatePersistentConfigurationWithAttribution(Landroid/content/res/Configuration;Ljava/lang/String;Ljava/lang/String;)V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.updateServiceGroup(Landroid/app/IServiceConnection;II)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.am.ActivityManagerService.waitForBroadcastIdle()V","Lcom/android/server/am/ActivityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.am.ActivityManagerService.waitForNetworkStateUpdate(J)V","Lcom/android/server/am/ActivityManagerService","","NONE"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.addLockoutResetCallback(Landroid/hardware/biometrics/IBiometricServiceLockoutResetCallback;Ljava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.authenticate(Landroid/os/IBinder;JILandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;Z)J","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.cancelAuthentication(Landroid/os/IBinder;Ljava/lang/String;J)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.cancelAuthenticationFromService(ILandroid/os/IBinder;Ljava/lang/String;J)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.cancelEnrollment(Landroid/os/IBinder;J)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.cancelFaceDetect(Landroid/os/IBinder;Ljava/lang/String;J)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.createTestSession(ILandroid/hardware/biometrics/ITestSessionCallback;Ljava/lang/String;)Landroid/hardware/biometrics/ITestSession;","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.detectFace(Landroid/os/IBinder;ILandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;)J","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.dumpSensorServiceStateProto(IZ)[B","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.enroll(ILandroid/os/IBinder;[BLandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;[ILandroid/view/Surface;Z)J","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.enrollRemotely(ILandroid/os/IBinder;[BLandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;[I)J","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.generateChallenge(Landroid/os/IBinder;IILandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.getAuthenticatorId(II)J","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.getEnrolledFaces(IILjava/lang/String;)Ljava/util/List;","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.getFeature(Landroid/os/IBinder;IILandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.getLockoutModeForUser(II)I","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.getSensorProperties(ILjava/lang/String;)Landroid/hardware/face/FaceSensorPropertiesInternal;","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.getSensorPropertiesInternal(Ljava/lang/String;)Ljava/util/List;","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.hasEnrolledFaces(IILjava/lang/String;)Z","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.invalidateAuthenticatorId(IILandroid/hardware/biometrics/IInvalidationCallback;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.isHardwareDetected(ILjava/lang/String;)Z","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.prepareForAuthentication(IZLandroid/os/IBinder;JILandroid/hardware/biometrics/IBiometricSensorReceiver;Ljava/lang/String;JIZ)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.registerAuthenticators(Ljava/util/List;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.remove(Landroid/os/IBinder;IILandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.removeAll(Landroid/os/IBinder;ILandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.resetLockout(Landroid/os/IBinder;II[BLjava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.revokeChallenge(Landroid/os/IBinder;IILjava/lang/String;J)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.setFeature(Landroid/os/IBinder;IIZ[BLandroid/hardware/face/IFaceServiceReceiver;Ljava/lang/String;)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.biometrics.sensors.face.FaceService$FaceServiceWrapper.startPreparedClient(II)V","Lcom/android/server/biometrics/sensors/face/FaceService$FaceServiceWrapper","","SYS_OR_SIG"
"SERVICE","com.android.server.soundtrigger.SoundTriggerService$SoundTriggerServiceStub.attachAsMiddleman(Landroid/media/permission/Identity;Landroid/media/permission/Identity;Landroid/os/IBinder;)Lcom/android/internal/app/ISoundTriggerSession;","Lcom/android/server/soundtrigger/SoundTriggerService$SoundTriggerServiceStub","","SYS_OR_SIG"
"SERVICE","com.android.server.soundtrigger.SoundTriggerService$SoundTriggerServiceStub.attachAsOriginator(Landroid/media/permission/Identity;Landroid/os/IBinder;)Lcom/android/internal/app/ISoundTriggerSession;","Lcom/android/server/soundtrigger/SoundTriggerService$SoundTriggerServiceStub","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.clearBroadcastEvents(Ljava/lang/String;I)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.clearBroadcastResponseStats(Ljava/lang/String;JLjava/lang/String;I)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.forceUsageSourceSettingRead()V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.getAppMinStandbyBucket(Ljava/lang/String;Ljava/lang/String;I)I","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.getAppStandbyBucket(Ljava/lang/String;Ljava/lang/String;I)I","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.getAppStandbyBuckets(Ljava/lang/String;I)Landroid/content/pm/ParceledListSlice;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.getAppStandbyConstant(Ljava/lang/String;)Ljava/lang/String;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.getLastTimeAnyComponentUsed(Ljava/lang/String;Ljava/lang/String;)J","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.getUsageSource()I","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.isAppInactive(Ljava/lang/String;ILjava/lang/String;)Z","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.onCarrierPrivilegedAppsChanged()V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryBroadcastResponseStats(Ljava/lang/String;JLjava/lang/String;I)Landroid/app/usage/BroadcastResponseStatsList;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryConfigurationStats(IJJLjava/lang/String;)Landroid/content/pm/ParceledListSlice;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryEventStats(IJJLjava/lang/String;)Landroid/content/pm/ParceledListSlice;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryEvents(JJLjava/lang/String;)Landroid/app/usage/UsageEvents;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryEventsForPackage(JJLjava/lang/String;)Landroid/app/usage/UsageEvents;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryEventsForPackageForUser(JJILjava/lang/String;Ljava/lang/String;)Landroid/app/usage/UsageEvents;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryEventsForUser(JJILjava/lang/String;)Landroid/app/usage/UsageEvents;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.queryUsageStats(IJJLjava/lang/String;I)Landroid/content/pm/ParceledListSlice;","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.registerAppUsageLimitObserver(I[Ljava/lang/String;JJLandroid/app/PendingIntent;Ljava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.registerAppUsageObserver(I[Ljava/lang/String;JLandroid/app/PendingIntent;Ljava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.registerUsageSessionObserver(I[Ljava/lang/String;JJLandroid/app/PendingIntent;Landroid/app/PendingIntent;Ljava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.reportChooserSelection(Ljava/lang/String;ILjava/lang/String;[Ljava/lang/String;Ljava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","NONE"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.reportPastUsageStart(Landroid/os/IBinder;Ljava/lang/String;JLjava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","NONE"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.reportUsageStart(Landroid/os/IBinder;Ljava/lang/String;Ljava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","NONE"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.reportUsageStop(Landroid/os/IBinder;Ljava/lang/String;Ljava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","NONE"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.reportUserInteraction(Ljava/lang/String;I)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.setAppInactive(Ljava/lang/String;ZI)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.setAppStandbyBucket(Ljava/lang/String;II)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.setAppStandbyBuckets(Landroid/content/pm/ParceledListSlice;I)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.setEstimatedLaunchTime(Ljava/lang/String;JI)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.setEstimatedLaunchTimes(Landroid/content/pm/ParceledListSlice;I)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.unregisterAppUsageLimitObserver(ILjava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.unregisterAppUsageObserver(ILjava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.usage.UsageStatsService$BinderService.unregisterUsageSessionObserver(ILjava/lang/String;)V","Lcom/android/server/usage/UsageStatsService$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onClassifyText(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/TextClassification$Request;Landroid/service/textclassifier/ITextClassifierCallback;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onConnectedStateChanged(I)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","NONE"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onCreateTextClassificationSession(Landroid/view/textclassifier/TextClassificationContext;Landroid/view/textclassifier/TextClassificationSessionId;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onDestroyTextClassificationSession(Landroid/view/textclassifier/TextClassificationSessionId;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onDetectLanguage(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/TextLanguage$Request;Landroid/service/textclassifier/ITextClassifierCallback;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onGenerateLinks(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/TextLinks$Request;Landroid/service/textclassifier/ITextClassifierCallback;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onSelectionEvent(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/SelectionEvent;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onSuggestConversationActions(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/ConversationActions$Request;Landroid/service/textclassifier/ITextClassifierCallback;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onSuggestSelection(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/TextSelection$Request;Landroid/service/textclassifier/ITextClassifierCallback;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.textclassifier.TextClassificationManagerService.onTextClassifierEvent(Landroid/view/textclassifier/TextClassificationSessionId;Landroid/view/textclassifier/TextClassifierEvent;)V","Lcom/android/server/textclassifier/TextClassificationManagerService","","SYS_OR_SIG"
