"Type","Entrypoint","Parent Class","Manifest Access Control","Access Control Level"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.addTile(Landroid/content/ComponentName;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.cancelRequestAddTile(Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.clearInlineReplyUriPermissions(Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.clearNotificationEffects()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.clickTile(Landroid/content/ComponentName;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.collapsePanels()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.disable(ILandroid/os/IBinder;Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.disable2(ILandroid/os/IBinder;Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.disable2ForUser(ILandroid/os/IBinder;Ljava/lang/String;I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.disableForUser(ILandroid/os/IBinder;Ljava/lang/String;I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.dismissInattentiveSleepWarning(Z)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.expandNotificationsPanel()V","Lcom/android/server/statusbar/StatusBarManagerService","","NORMAL"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.expandSettingsPanel(Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","NORMAL"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.getDisableFlags(Landroid/os/IBinder;I)[I","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.getNavBarMode()I","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.grantInlineReplyUriPermission(Ljava/lang/String;Landroid/net/Uri;Landroid/os/UserHandle;Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.handleSystemKey(I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.hideAuthenticationDialog(J)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.hideCurrentInputMethodForBubbles()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.isTracing()Z","Lcom/android/server/statusbar/StatusBarManagerService","","NONE"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onBiometricAuthenticated(I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onBiometricError(III)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onBiometricHelp(ILjava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onBubbleMetadataFlagChanged(Ljava/lang/String;I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onClearAllNotifications(I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onGlobalActionsHidden()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onGlobalActionsShown()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationActionClick(Ljava/lang/String;ILandroid/app/Notification$Action;Lcom/android/internal/statusbar/NotificationVisibility;Z)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationBubbleChanged(Ljava/lang/String;ZI)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationClear(Ljava/lang/String;ILjava/lang/String;IILcom/android/internal/statusbar/NotificationVisibility;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationClick(Ljava/lang/String;Lcom/android/internal/statusbar/NotificationVisibility;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationDirectReplied(Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationError(Ljava/lang/String;Ljava/lang/String;IIILjava/lang/String;I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationExpansionChanged(Ljava/lang/String;ZZI)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationFeedbackReceived(Ljava/lang/String;Landroid/os/Bundle;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationSettingsViewed(Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationSmartReplySent(Ljava/lang/String;ILjava/lang/CharSequence;IZ)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationSmartSuggestionsAdded(Ljava/lang/String;IIZZ)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onNotificationVisibilityChanged([Lcom/android/internal/statusbar/NotificationVisibility;[Lcom/android/internal/statusbar/NotificationVisibility;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onPanelHidden()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onPanelRevealed(ZI)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onSessionEnded(ILcom/android/internal/logging/InstanceId;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.onSessionStarted(ILcom/android/internal/logging/InstanceId;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.reboot(Z)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.registerNearbyMediaDevicesProvider(Landroid/media/INearbyMediaDevicesProvider;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.registerSessionListener(ILcom/android/internal/statusbar/ISessionListener;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.registerStatusBar(Lcom/android/internal/statusbar/IStatusBar;)Lcom/android/internal/statusbar/RegisterStatusBarResult;","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.remTile(Landroid/content/ComponentName;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.removeIcon(Ljava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.requestAddTile(Landroid/content/ComponentName;Ljava/lang/CharSequence;Landroid/graphics/drawable/Icon;ILcom/android/internal/statusbar/IAddTileResultCallback;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.requestTileServiceListeningState(Landroid/content/ComponentName;I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.restart()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.setBiometicContextListener(Landroid/hardware/biometrics/IBiometricContextListener;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.setIcon(Ljava/lang/String;Ljava/lang/String;IILjava/lang/String;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.setIconVisibility(Ljava/lang/String;Z)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.setImeWindowStatus(ILandroid/os/IBinder;IIZ)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.setNavBarMode(I)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.setUdfpsHbmListener(Landroid/hardware/fingerprint/IUdfpsHbmListener;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.showAuthenticationDialog(Landroid/hardware/biometrics/PromptInfo;Landroid/hardware/biometrics/IBiometricSysuiReceiver;[IZZIJLjava/lang/String;JI)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.showInattentiveSleepWarning()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.showPinningEnterExitToast(Z)V","Lcom/android/server/statusbar/StatusBarManagerService","","NONE"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.showPinningEscapeToast()V","Lcom/android/server/statusbar/StatusBarManagerService","","NONE"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.shutdown()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.startTracing()V","Lcom/android/server/statusbar/StatusBarManagerService","","NONE"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.stopTracing()V","Lcom/android/server/statusbar/StatusBarManagerService","","NONE"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.suppressAmbientDisplay(Z)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.togglePanel()V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.unregisterNearbyMediaDevicesProvider(Landroid/media/INearbyMediaDevicesProvider;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.unregisterSessionListener(ILcom/android/internal/statusbar/ISessionListener;)V","Lcom/android/server/statusbar/StatusBarManagerService","","NONE"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.updateMediaTapToTransferReceiverDisplay(ILandroid/media/MediaRoute2Info;Landroid/graphics/drawable/Icon;Ljava/lang/CharSequence;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.statusbar.StatusBarManagerService.updateMediaTapToTransferSenderDisplay(ILandroid/media/MediaRoute2Info;Lcom/android/internal/statusbar/IUndoMediaTransferCallback;)V","Lcom/android/server/statusbar/StatusBarManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.stats.bootstrap.StatsBootstrapAtomService.reportBootstrapAtom(Landroid/os/StatsBootstrapAtom;)V","Lcom/android/server/stats/bootstrap/StatsBootstrapAtomService","","NONE"
"SERVICE","com.android.server.PersistentDataBlockService$1.getDataBlockSize()I","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.getFlashLockState()I","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.getMaximumDataBlockSize()J","Lcom/android/server/PersistentDataBlockService$1","","NONE"
"SERVICE","com.android.server.PersistentDataBlockService$1.getOemUnlockEnabled()Z","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.getPersistentDataPackageName()Ljava/lang/String;","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.hasFrpCredentialHandle()Z","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.read()[B","Lcom/android/server/PersistentDataBlockService$1","","NONE"
"SERVICE","com.android.server.PersistentDataBlockService$1.setOemUnlockEnabled(Z)V","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.wipe()V","Lcom/android/server/PersistentDataBlockService$1","","SYS_OR_SIG"
"SERVICE","com.android.server.PersistentDataBlockService$1.write([B)I","Lcom/android/server/PersistentDataBlockService$1","","NONE"
"SERVICE","com.android.server.DynamicSystemService.abort()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.closePartition()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.createPartition(Ljava/lang/String;JZ)I","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.finishInstallation()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.getAvbPublicKey(Landroid/gsi/AvbPublicKey;)Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.getInstallationProgress()Landroid/gsi/GsiProgress;","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.isEnabled()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.isInUse()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.isInstalled()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.remove()Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.setAshmem(Landroid/os/ParcelFileDescriptor;J)Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.setEnable(ZZ)Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.startInstallation(Ljava/lang/String;)Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.submitFromAshmem(J)Z","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.DynamicSystemService.suggestScratchSize()J","Lcom/android/server/DynamicSystemService","","NONE"
"SERVICE","com.android.server.searchui.SearchUiManagerService$SearchUiManagerStub.createSearchSession(Landroid/app/search/SearchContext;Landroid/app/search/SearchSessionId;Landroid/os/IBinder;)V","Lcom/android/server/searchui/SearchUiManagerService$SearchUiManagerStub","","NONE"
"SERVICE","com.android.server.searchui.SearchUiManagerService$SearchUiManagerStub.destroySearchSession(Landroid/app/search/SearchSessionId;)V","Lcom/android/server/searchui/SearchUiManagerService$SearchUiManagerStub","","NONE"
"SERVICE","com.android.server.searchui.SearchUiManagerService$SearchUiManagerStub.notifyEvent(Landroid/app/search/SearchSessionId;Landroid/app/search/Query;Landroid/app/search/SearchTargetEvent;)V","Lcom/android/server/searchui/SearchUiManagerService$SearchUiManagerStub","","NONE"
"SERVICE","com.android.server.searchui.SearchUiManagerService$SearchUiManagerStub.query(Landroid/app/search/SearchSessionId;Landroid/app/search/Query;Landroid/app/search/ISearchCallback;)V","Lcom/android/server/searchui/SearchUiManagerService$SearchUiManagerStub","","NONE"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.canConfigureInteractAcrossProfiles(Ljava/lang/String;)Z","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","SYS_OR_SIG"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.canInteractAcrossProfiles(Ljava/lang/String;)Z","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","SYS_OR_SIG"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.canRequestInteractAcrossProfiles(Ljava/lang/String;)Z","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","NONE"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.canUserAttemptToConfigureInteractAcrossProfiles(Ljava/lang/String;)Z","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","SYS_OR_SIG"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.clearInteractAcrossProfilesAppOps()V","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","NONE"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.getTargetUserProfiles(Ljava/lang/String;)Ljava/util/List;","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","NONE"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.resetInteractAcrossProfilesAppOps(Ljava/util/List;)V","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","NONE"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.setInteractAcrossProfilesAppOp(Ljava/lang/String;I)V","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","SYS_OR_SIG"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.startActivityAsUser(Landroid/app/IApplicationThread;Ljava/lang/String;Ljava/lang/String;Landroid/content/ComponentName;IZLandroid/os/IBinder;Landroid/os/Bundle;)V","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","SYS_OR_SIG"
"SERVICE","com.android.server.pm.CrossProfileAppsServiceImpl.startActivityAsUserByIntent(Landroid/app/IApplicationThread;Ljava/lang/String;Ljava/lang/String;Landroid/content/Intent;ILandroid/os/IBinder;Landroid/os/Bundle;)V","Lcom/android/server/pm/CrossProfileAppsServiceImpl","","SYS_OR_SIG"
"SERVICE","com.android.server.pm.DataLoaderManagerService$DataLoaderManagerBinderService.bindToDataLoader(ILandroid/content/pm/DataLoaderParamsParcel;JLandroid/content/pm/IDataLoaderStatusListener;)Z","Lcom/android/server/pm/DataLoaderManagerService$DataLoaderManagerBinderService","","NONE"
"SERVICE","com.android.server.pm.DataLoaderManagerService$DataLoaderManagerBinderService.getDataLoader(I)Landroid/content/pm/IDataLoader;","Lcom/android/server/pm/DataLoaderManagerService$DataLoaderManagerBinderService","","NONE"
"SERVICE","com.android.server.pm.DataLoaderManagerService$DataLoaderManagerBinderService.unbindFromDataLoader(I)V","Lcom/android/server/pm/DataLoaderManagerService$DataLoaderManagerBinderService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.addAccessibilityInteractionConnection(Landroid/view/IWindow;Landroid/os/IBinder;Landroid/view/accessibility/IAccessibilityInteractionConnection;Ljava/lang/String;I)I","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.addClient(Landroid/view/accessibility/IAccessibilityManagerClient;I)J","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.associateEmbeddedHierarchy(Landroid/os/IBinder;Landroid/os/IBinder;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.disassociateEmbeddedHierarchy(Landroid/os/IBinder;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getAccessibilityShortcutTargets(I)Ljava/util/List;","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getAccessibilityWindowId(Landroid/os/IBinder;)I","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getEnabledAccessibilityServiceList(II)Ljava/util/List;","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getFocusColor()I","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getFocusStrokeWidth()I","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getInstalledAccessibilityServiceList(I)Ljava/util/List;","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getRecommendedTimeoutMillis()J","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.getWindowToken(II)Landroid/os/IBinder;","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.interrupt(I)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.isAudioDescriptionByDefaultEnabled()Z","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.isSystemAudioCaptioningUiEnabled(I)Z","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.notifyAccessibilityButtonClicked(ILjava/lang/String;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.notifyAccessibilityButtonVisibilityChanged(Z)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.performAccessibilityShortcut(Ljava/lang/String;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.registerSystemAction(Landroid/app/RemoteAction;I)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.registerUiTestAutomationService(Landroid/os/IBinder;Landroid/accessibilityservice/IAccessibilityServiceClient;Landroid/accessibilityservice/AccessibilityServiceInfo;I)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.removeAccessibilityInteractionConnection(Landroid/view/IWindow;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.removeClient(Landroid/view/accessibility/IAccessibilityManagerClient;I)Z","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.sendAccessibilityEvent(Landroid/view/accessibility/AccessibilityEvent;I)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.sendFingerprintGesture(I)Z","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.setPictureInPictureActionReplacingConnection(Landroid/view/accessibility/IAccessibilityInteractionConnection;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.setSystemAudioCaptioningEnabled(ZI)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.setSystemAudioCaptioningUiEnabled(ZI)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.setWindowMagnificationConnection(Landroid/view/accessibility/IWindowMagnificationConnection;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.temporaryEnableAccessibilityStateUntilKeyguardRemoved(Landroid/content/ComponentName;Z)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.unregisterSystemAction(I)V","Lcom/android/server/accessibility/AccessibilityManagerService","","SYS_OR_SIG"
"SERVICE","com.android.server.accessibility.AccessibilityManagerService.unregisterUiTestAutomationService(Landroid/accessibilityservice/IAccessibilityServiceClient;)V","Lcom/android/server/accessibility/AccessibilityManagerService","","NONE"
"SERVICE","com.android.server.DeviceIdleController$BinderService.addPowerSaveTempWhitelistApp(Ljava/lang/String;JIILjava/lang/String;)V","Lcom/android/server/DeviceIdleController$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.DeviceIdleController$BinderService.addPowerSaveTempWhitelistAppForMms(Ljava/lang/String;IILjava/lang/String;)J","Lcom/android/server/DeviceIdleController$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.DeviceIdleController$BinderService.addPowerSaveTempWhitelistAppForSms(Ljava/lang/String;IILjava/lang/String;)J","Lcom/android/server/DeviceIdleController$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.DeviceIdleController$BinderService.addPowerSaveWhitelistApp(Ljava/lang/String;)V","Lcom/android/server/DeviceIdleController$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.DeviceIdleController$BinderService.addPowerSaveWhitelistApps(Ljava/util/List;)I","Lcom/android/server/DeviceIdleController$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.DeviceIdleController$BinderService.exitIdle(Ljava/lang/String;)V","Lcom/android/server/DeviceIdleController$BinderService","","SYS_OR_SIG"
"SERVICE","com.android.server.DeviceIdleController$BinderService.getAppIdTempWhitelist()[I","Lcom/android/server/DeviceIdleController$BinderService","","NONE"
